frame,time_s,target_x,target_jump_px,steering,throttle_preview,control_state,lane_confident,obstacle,decision,case,latency_ms
265,8.851,156,2,0.54880,0.11875,follow,1,0,follow:centerline,centerline:locked|follow:centerline,61.577
266,8.884,137,19,0.38362,0.12675,follow,1,0,follow:centerline,centerline:locked|follow:centerline,63.139
267,8.918,132,5,0.29525,0.13475,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.741
268,8.951,139,7,0.32074,0.14275,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.161
269,8.985,134,5,0.28282,0.14844,follow,1,0,follow:centerline,centerline:locked|follow:centerline,67.142
270,9.018,132,2,0.25633,0.15139,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.176
271,9.051,131,1,0.23935,0.15329,follow,1,0,follow:centerline,centerline:locked|follow:centerline,53.516
272,9.085,132,1,0.24149,0.15305,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.269
273,9.118,131,1,0.23312,0.15398,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.028
274,9.152,130,1,0.22261,0.15516,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.196
275,9.185,132,2,0.23560,0.15371,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.363
276,9.218,130,2,0.22251,0.15517,follow,1,0,follow:centerline,centerline:locked|follow:centerline,47.246
277,9.252,127,3,0.19490,0.15825,follow,1,0,follow:centerline,centerline:locked|follow:centerline,47.951
278,9.285,126,1,0.17859,0.16007,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.470
279,9.319,128,2,0.18915,0.15889,follow,1,0,follow:centerline,centerline:locked|follow:centerline,48.282
280,9.352,129,1,0.19943,0.15774,follow,1,0,follow:centerline,centerline:locked|follow:centerline,45.250
281,9.385,128,1,0.19448,0.15830,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.875
282,9.419,126,2,0.17728,0.16022,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.453
283,9.452,124,2,0.15607,0.16258,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.823
284,9.486,127,3,0.17383,0.16060,follow,1,0,follow:centerline,centerline:locked|follow:centerline,42.905
285,9.519,128,1,0.18601,0.15924,follow,1,0,follow:centerline,centerline:locked|follow:centerline,44.261
286,9.552,130,2,0.20624,0.15698,follow,1,0,follow:centerline,centerline:locked|follow:centerline,48.098
287,9.586,131,1,0.22059,0.15538,follow,1,0,follow:centerline,centerline:locked|follow:centerline,46.504
288,9.619,133,2,0.24174,0.15302,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.349
289,9.653,135,2,0.26460,0.15047,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.693
290,9.686,138,3,0.29632,0.14693,follow,1,0,follow:centerline,centerline:locked|follow:centerline,49.760
291,9.719,140,2,0.32248,0.14401,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.440
292,9.753,143,3,0.35558,0.14032,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.604
293,9.786,146,3,0.39046,0.13642,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.778
294,9.820,148,2,0.41795,0.13336,follow,1,0,follow:centerline,centerline:locked|follow:centerline,66.422
295,9.853,150,2,0.44348,0.13051,follow,1,0,follow:centerline,centerline:locked|follow:centerline,70.039
296,9.886,152,2,0.46818,0.12775,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.202
297,9.920,154,2,0.49254,0.12503,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.180
298,9.953,154,0,0.50049,0.12415,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.532
299,9.987,157,3,0.52822,0.12105,follow,1,0,follow:centerline,centerline:locked|follow:centerline,48.202
300,10.020,159,2,0.55271,0.11832,follow,1,0,follow:centerline,centerline:locked|follow:centerline,45.347
301,10.053,160,1,0.56885,0.11652,follow,1,0,follow:centerline,centerline:locked|follow:centerline,49.441
302,10.087,160,0,0.57449,0.11589,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.018
303,10.120,160,0,0.57686,0.11562,follow,1,0,follow:centerline,centerline:locked|follow:centerline,48.986
304,10.154,160,0,0.57785,0.11551,follow,1,0,follow:centerline,centerline:locked|follow:centerline,47.864
305,10.187,160,0,0.57827,0.11547,follow,1,0,follow:centerline,centerline:locked|follow:centerline,47.307
306,10.220,159,1,0.57031,0.11635,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.145
307,10.254,159,0,0.56811,0.11660,follow,1,0,follow:centerline,centerline:locked|follow:centerline,64.941
308,10.287,158,1,0.55906,0.11761,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.378
309,10.321,158,0,0.55639,0.11791,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.455
310,10.354,158,0,0.55527,0.11803,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.331
311,10.387,158,0,0.55480,0.11808,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.963
312,10.421,157,1,0.54648,0.11901,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.020
313,10.454,157,0,0.54412,0.11928,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.004
314,10.488,156,1,0.53500,0.12029,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.556
315,10.521,156,0,0.53231,0.12059,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.510
316,10.554,156,0,0.53118,0.12072,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.548
317,10.588,156,0,0.53070,0.12077,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.465
318,10.621,156,0,0.53050,0.12080,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.246
319,10.655,156,0,0.53042,0.12081,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.193
320,10.688,157,1,0.53851,0.11990,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.899
321,10.721,158,1,0.54890,0.11874,follow,1,0,follow:centerline,centerline:locked|follow:centerline,53.609
322,10.755,159,1,0.56026,0.11748,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.882
323,10.788,160,1,0.57202,0.11616,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.901
324,10.822,161,1,0.58395,0.11483,follow,1,0,follow:centerline,centerline:locked|follow:centerline,49.823
325,10.855,162,1,0.59595,0.11349,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.051
326,10.888,163,1,0.60798,0.11215,follow,1,0,follow:centerline,centerline:locked|follow:centerline,48.069
327,10.922,165,2,0.62816,0.10990,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.049
328,10.955,166,1,0.64248,0.10830,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.984
329,10.989,167,1,0.65549,0.10685,follow,1,0,follow:centerline,centerline:locked|follow:centerline,47.722
330,11.022,171,4,0.69234,0.10274,follow,1,0,follow:centerline,centerline:locked|follow:centerline,46.694
331,11.055,174,3,0.72765,0.09879,follow,1,0,follow:centerline,centerline:locked|follow:centerline,44.688
332,11.089,177,3,0.76345,0.09480,follow,1,0,follow:centerline,centerline:locked|follow:centerline,45.398
333,11.122,175,2,0.75881,0.09532,follow,1,0,follow:centerline,centerline:locked|follow:centerline,49.003
334,11.156,191,16,0.88922,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.998
335,11.189,185,6,0.87699,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.601
336,11.222,183,2,0.86242,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.039
337,11.256,184,1,0.86671,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.604
338,11.289,182,2,0.85112,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.140
339,11.323,182,0,0.84684,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.829
340,11.356,181,1,0.83692,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,70.863
341,11.389,181,0,0.83389,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.391
342,11.423,184,3,0.85701,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,63.993
343,11.456,189,5,0.90395,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,66.971
344,11.490,190,1,0.92610,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,69.738
345,11.523,195,5,0.97492,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.506
346,11.556,200,5,1.00000,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.520
347,11.590,204,4,1.00000,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.502
348,11.623,202,2,1.00000,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.938
349,11.657,195,7,1.00000,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.516
350,11.690,187,8,0.94622,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.992
351,11.723,175,12,0.82418,0.09000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.062
352,11.757,168,7,0.72968,0.09800,follow,1,0,follow:centerline,centerline:locked|follow:centerline,64.547
353,11.790,166,2,0.68170,0.10392,follow,1,0,follow:centerline,centerline:locked|follow:centerline,53.928
354,11.824,167,1,0.67196,0.10501,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.417
355,11.857,166,1,0.65860,0.10650,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.438
356,11.890,161,5,0.61348,0.11154,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.847
357,11.924,154,7,0.54331,0.11937,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.265
358,11.957,149,5,0.48116,0.12630,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.974
359,11.991,160,11,0.55019,0.11860,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.409
360,12.024,171,11,0.65609,0.10678,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.857
361,12.057,173,2,0.70429,0.10140,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.262
362,12.091,173,0,0.72226,0.09940,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.247
363,12.124,158,15,0.60785,0.10740,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.312
364,12.158,150,8,0.51184,0.11540,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.640
365,12.191,146,4,0.44811,0.12340,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.685
366,12.224,136,10,0.34460,0.13140,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.069
367,12.258,131,5,0.27187,0.13940,follow,1,0,follow:centerline,centerline:locked|follow:centerline,68.657
368,12.291,128,3,0.22262,0.14740,follow,1,0,follow:centerline,centerline:locked|follow:centerline,49.861
369,12.325,126,2,0.18910,0.15540,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.627
370,12.358,126,0,0.17730,0.16021,follow,1,0,follow:centerline,centerline:history|follow:centerline,60.719
371,12.391,126,0,0.17234,0.16077,follow,1,0,follow:centerline,centerline:history|follow:centerline,58.279
372,12.425,142,16,0.30034,0.14648,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.394
373,12.458,129,13,0.23018,0.15431,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.878
374,12.492,125,4,0.18300,0.15958,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.614
375,12.525,123,2,0.15148,0.16309,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.246
376,12.559,124,1,0.14866,0.16341,follow,1,0,follow:centerline,centerline:locked|follow:centerline,63.858
377,12.592,126,2,0.16259,0.16186,follow,1,0,follow:centerline,centerline:locked|follow:centerline,64.077
378,12.625,134,8,0.23121,0.15420,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.645
379,12.659,141,7,0.30782,0.14565,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.771
380,12.692,156,15,0.45398,0.12934,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.254
381,12.726,160,4,0.53080,0.12076,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.065
382,12.759,173,13,0.66420,0.10588,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.489
383,12.792,168,5,0.66477,0.10581,follow,1,0,follow:centerline,centerline:locked|follow:centerline,53.844
384,12.826,157,11,0.58127,0.11381,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.573
385,12.859,157,0,0.55873,0.11765,follow,1,0,follow:centerline,centerline:locked|follow:centerline,66.521
386,12.893,151,6,0.50048,0.12415,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.589
387,12.926,147,4,0.45033,0.12974,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.140
388,12.959,145,2,0.41757,0.13340,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.388
389,12.993,149,4,0.43860,0.13105,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.562
390,13.026,150,1,0.45101,0.12967,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.872
391,13.060,144,6,0.40630,0.13466,follow,1,0,follow:centerline,centerline:locked|follow:centerline,66.065
392,13.093,141,3,0.36997,0.13871,follow,1,0,follow:centerline,centerline:locked|follow:centerline,65.038
393,13.126,139,2,0.34187,0.14185,follow,1,0,follow:centerline,centerline:locked|follow:centerline,53.571
394,13.160,138,1,0.32421,0.14382,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.886
395,13.193,138,0,0.31794,0.14452,follow,1,0,follow:centerline,centerline:locked|follow:centerline,53.095
396,13.227,136,2,0.29904,0.14663,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.326
397,13.260,134,2,0.27712,0.14907,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.195
398,13.293,132,2,0.25393,0.15166,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.827
399,13.327,130,2,0.23021,0.15431,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.780
400,13.360,128,2,0.20627,0.15698,follow,1,0,follow:centerline,centerline:locked|follow:centerline,61.985
401,13.394,126,2,0.18223,0.15966,follow,1,0,follow:centerline,centerline:locked|follow:centerline,64.763
402,13.427,124,2,0.15815,0.16235,follow,1,0,follow:centerline,centerline:locked|follow:centerline,66.859
403,13.460,121,3,0.12592,0.16595,follow,1,0,follow:centerline,centerline:locked|follow:centerline,63.826
404,13.494,119,2,0.09955,0.16889,follow,1,0,follow:centerline,centerline:locked|follow:centerline,64.146
405,13.527,117,2,0.07449,0.17169,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.664
406,13.561,115,2,0.02559,0.17714,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.819
407,13.594,114,1,0.01075,0.17880,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.150
408,13.627,112,2,0.00451,0.17950,follow,1,0,follow:centerline,centerline:locked|follow:centerline,65.044
409,13.661,112,0,0.00190,0.17979,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.434
410,13.694,111,1,0.00080,0.17991,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.274
411,13.728,112,1,0.00033,0.17996,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.206
412,13.761,113,1,0.00014,0.17998,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.723
413,13.794,114,1,0.00006,0.17999,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.702
414,13.828,114,0,0.00002,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.397
415,13.861,115,1,0.00001,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.056
416,13.895,115,0,0.00000,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.607
417,13.928,116,1,0.03252,0.17637,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.810
418,13.961,117,1,0.04975,0.17445,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.974
419,13.995,114,3,0.01520,0.17830,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.460
420,14.028,114,0,0.00638,0.17929,follow,1,0,follow:centerline,centerline:locked|follow:centerline,52.302
421,14.062,117,3,0.04333,0.17516,follow,1,0,follow:centerline,centerline:locked|follow:centerline,47.232
422,14.095,121,4,0.08568,0.17044,follow,1,0,follow:centerline,centerline:locked|follow:centerline,46.387
423,14.128,123,2,0.11516,0.16715,follow,1,0,follow:centerline,centerline:locked|follow:centerline,48.607
424,14.162,125,2,0.14153,0.16421,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.450
425,14.195,128,3,0.17472,0.16050,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.624
426,14.229,128,0,0.18524,0.15933,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.251
427,14.262,130,2,0.20592,0.15702,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.953
428,14.295,132,2,0.22859,0.15449,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.122
429,14.329,134,2,0.25209,0.15187,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.995
430,14.362,136,2,0.27594,0.14920,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.135
431,14.396,138,2,0.29994,0.14653,follow,1,0,follow:centerline,centerline:locked|follow:centerline,54.266
432,14.429,140,2,0.32400,0.14384,follow,1,0,follow:centerline,centerline:locked|follow:centerline,53.256
433,14.462,142,2,0.34809,0.14115,follow,1,0,follow:centerline,centerline:locked|follow:centerline,53.629
434,14.496,144,2,0.37219,0.13846,follow,1,0,follow:centerline,centerline:locked|follow:centerline,49.906
435,14.529,145,1,0.38817,0.13668,follow,1,0,follow:centerline,centerline:locked|follow:centerline,50.643
436,14.563,145,0,0.39373,0.13606,follow,1,0,follow:centerline,centerline:locked|follow:centerline,51.566
437,14.596,145,0,0.39607,0.13580,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.835
438,14.629,144,1,0.38893,0.13660,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.176
439,14.663,144,0,0.38706,0.13680,follow,1,0,follow:centerline,centerline:locked|follow:centerline,61.277
440,14.696,144,0,0.38628,0.13689,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.874
441,14.730,143,1,0.37782,0.13784,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.232
442,14.763,142,1,0.36728,0.13901,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.381
443,14.796,146,4,0.39651,0.13575,follow,1,0,follow:centerline,centerline:locked|follow:centerline,71.342
444,14.830,143,3,0.37984,0.13761,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.990
445,14.863,140,3,0.35186,0.14073,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.878
446,14.897,137,3,0.31914,0.14438,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.924
447,14.930,134,3,0.28443,0.14826,follow,1,0,follow:centerline,centerline:locked|follow:centerline,65.464
448,14.963,132,2,0.25700,0.15132,follow,1,0,follow:centerline,centerline:locked|follow:centerline,68.853
449,14.997,130,2,0.23150,0.15416,follow,1,0,follow:centerline,centerline:locked|follow:centerline,65.605
450,15.030,127,3,0.19868,0.15783,follow,1,0,follow:centerline,centerline:locked|follow:centerline,67.985
451,15.064,122,5,0.14766,0.16352,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.134
452,15.097,122,0,0.13193,0.16528,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.569
453,15.130,121,1,0.11719,0.16692,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.583
454,15.164,120,1,0.10401,0.16839,follow,1,0,follow:centerline,centerline:locked|follow:centerline,66.720
455,15.197,118,2,0.08335,0.17070,follow,1,0,follow:centerline,centerline:locked|follow:centerline,68.036
456,15.231,117,1,0.06882,0.17232,follow,1,0,follow:centerline,centerline:locked|follow:centerline,77.779
457,15.264,116,1,0.05573,0.17378,follow,1,0,follow:centerline,centerline:locked|follow:centerline,76.342
458,15.297,115,1,0.01885,0.17790,follow,1,0,follow:centerline,centerline:locked|follow:centerline,71.303
459,15.331,114,1,0.00792,0.17912,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.643
460,15.364,114,0,0.00333,0.17963,follow,1,0,follow:centerline,centerline:locked|follow:centerline,71.671
461,15.398,114,0,0.00140,0.17984,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.809
462,15.431,113,1,0.00059,0.17993,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.449
463,15.464,112,1,0.00025,0.17997,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.231
464,15.498,111,1,0.00010,0.17999,follow,1,0,follow:centerline,centerline:locked|follow:centerline,63.219
465,15.531,112,1,0.00004,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.147
466,15.565,112,0,0.00002,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.451
467,15.598,113,1,0.00001,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,63.345
468,15.631,113,0,0.00000,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.892
469,15.665,113,0,0.00000,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.522
470,15.698,113,0,0.00000,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.148
471,15.732,114,1,0.00000,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,73.136
472,15.765,115,1,0.00000,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,65.036
473,15.798,115,0,0.00000,0.18000,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.963
474,15.832,116,1,0.03252,0.17637,follow,1,0,follow:centerline,centerline:locked|follow:centerline,79.768
475,15.865,116,0,0.04162,0.17535,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.783
476,15.899,116,0,0.04545,0.17493,follow,1,0,follow:centerline,centerline:locked|follow:centerline,56.684
477,15.932,116,0,0.04705,0.17475,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.612
478,15.965,116,0,0.04773,0.17467,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.194
479,15.999,116,0,0.04801,0.17464,follow,1,0,follow:centerline,centerline:locked|follow:centerline,65.746
480,16.032,117,1,0.05626,0.17372,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.008
481,16.066,115,2,0.01793,0.17800,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.343
482,16.099,115,0,0.00753,0.17916,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.154
483,16.132,113,2,0.00316,0.17965,follow,1,0,follow:centerline,centerline:locked|follow:centerline,64.655
484,16.166,111,2,0.00133,0.17985,follow,1,0,follow:centerline,centerline:locked|follow:centerline,63.208
485,16.199,109,2,0.00056,0.17994,follow,1,0,follow:centerline,centerline:locked|follow:centerline,90.926
486,16.233,107,2,-0.04042,0.17549,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.608
487,16.266,106,1,-0.06006,0.17330,follow,1,0,follow:centerline,centerline:locked|follow:centerline,58.331
488,16.299,109,3,-0.01839,0.17795,follow,1,0,follow:centerline,centerline:locked|follow:centerline,61.495
489,16.333,109,0,-0.00772,0.17914,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.435
490,16.366,108,1,-0.03577,0.17601,follow,1,0,follow:centerline,centerline:locked|follow:centerline,62.613
491,16.400,108,0,-0.04299,0.17520,follow,1,0,follow:centerline,centerline:locked|follow:centerline,60.000
492,16.433,108,0,-0.04602,0.17486,follow,1,0,follow:centerline,centerline:locked|follow:centerline,57.347
493,16.466,110,2,-0.01477,0.17835,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.148
494,16.500,111,1,-0.00620,0.17931,follow,1,0,follow:centerline,centerline:locked|follow:centerline,55.645
495,16.533,113,2,-0.00261,0.17971,follow,1,0,follow:centerline,centerline:locked|follow:centerline,68.292
496,16.567,115,2,-0.00109,0.17988,follow,1,0,follow:centerline,centerline:locked|follow:centerline,59.361
